NAME                         INSTALLED              FIXED-IN                  TYPE          VULNERABILITY        SEVERITY 
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2021-41817       Medium    
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000076     Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2015-9096        Low       
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-16396       Medium    
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8321        Low       
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2017-17742       Medium    
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8324        High      
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2019-16254       Low       
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2019-16161       Low       
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2022-28739       Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2016-2337        Medium    
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000074     Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2020-25613       Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2020-10663       Medium    
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000079     Medium    
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8777        Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2015-3900        High      
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000077     Medium    
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-6914        Low       
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2009-5147        Low       
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2016-7798        Medium    
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8325        Low       
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8779        Low       
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000078     Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2015-7551        Low       
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2017-9229        Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2021-33621       Medium    
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000073     Medium    
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000075     Low       
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2019-19203       Medium    
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8778        Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2017-9226        Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2015-1855        Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2019-16162       Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2019-15845       Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2017-9227        Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2016-2339        Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2017-9224        Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2017-9228        Medium    
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2019-16201       Medium    
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8323        Low       
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8780        Medium    
rubygem-io-console           0.4.2-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8322        Low       
rubygem-io-console           0.4.2-34.el7_6         (won't fix)               rpm           CVE-2019-16255       Medium    
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-6914        Low       
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000079     Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2015-9096        Low       
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2017-9228        Medium    
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000073     Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2021-41817       Medium    
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8325        Low       
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8322        Low       
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2017-9226        Medium    
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000074     Medium    
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8777        Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2019-16255       Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2016-2339        Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2016-7798        Medium    
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8779        Low       
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2009-5147        Low       
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2020-25613       Medium    
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2017-17742       Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2019-15845       Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2015-7551        Low       
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000076     Medium    
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8321        Low       
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2015-1855        Medium    
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000077     Medium    
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000075     Low       
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8323        Low       
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2017-9229        Medium    
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-16396       Medium    
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8778        Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2022-28739       Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2019-16254       Low       
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2019-16201       Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2016-2337        Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2021-33621       Medium    
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8324        High      
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8780        Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2017-9224        Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2019-16162       Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2019-19203       Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2017-9227        Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2020-10663       Medium    
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2015-3900        High      
rubygem-json                 1.7.7-34.el7_6         (won't fix)               rpm           CVE-2019-16161       Low       
rubygem-json                 1.7.7-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000078     Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2017-9224        Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2017-9228        Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-15845       Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-16396       Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2015-9096        Low       
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2020-25613       Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8321        Low       
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2022-28739       Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2017-9227        Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8778        Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2020-10663       Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2015-7551        Low       
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2021-33621       Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000078     Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-16255       Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-19203       Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8323        Low       
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8779        Low       
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000077     Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8780        Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8325        Low       
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2017-9226        Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000079     Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2016-2339        Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2017-17742       Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000075     Low       
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000076     Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000073     Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2021-41817       Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2015-3900        High      
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-16161       Low       
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2016-7798        Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-16201       Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2017-9229        Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-16254       Low       
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8324        High      
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-16162       Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-6914        Low       
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000074     Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8777        Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2016-2337        Medium    
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2015-1855        Medium    
rubygem-psych                2.0.0-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8322        Low       
rubygem-psych                2.0.0-34.el7_6         (won't fix)               rpm           CVE-2009-5147        Low       
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2017-17742       Medium    
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8322        Low       
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000078     Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2009-5147        Low       
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2016-7798        Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2020-10663       Medium    
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8325        Low       
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-6914        Low       
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2015-7551        Low       
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8780        Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2017-9229        Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2016-2339        Medium    
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000073     Medium    
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8324        High      
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2015-3900        High      
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2017-9226        Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2016-2337        Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2021-41817       Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-16255       Medium    
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000077     Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-16162       Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2017-9228        Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2015-9096        Low       
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000076     Medium    
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000074     Medium    
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8323        Low       
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-35.el7_6      rpm           CVE-2019-8321        Low       
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000079     Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2017-9227        Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-16254       Low       
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-19203       Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2015-1855        Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-15845       Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2017-9224        Medium    
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8778        Medium    
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-16396       Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2021-33621       Medium    
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8779        Low       
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-16201       Medium    
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-1000075     Low       
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2019-16161       Low       
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2020-25613       Medium    
rubygem-rdoc                 4.0.0-34.el7_6         (won't fix)               rpm           CVE-2022-28739       Medium    
rubygem-rdoc                 4.0.0-34.el7_6         0:2.0.0.648-36.el7        rpm           CVE-2018-8777        Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2019-15845       Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2016-2337        Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2019-19203       Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2018-8779        Low       
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2017-9226        Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2020-10663       Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-35.el7_6      rpm           CVE-2019-8321        Low       
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2019-16162       Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2009-5147        Low       
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2018-1000078     Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2018-8780        Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2015-3900        High      
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-35.el7_6      rpm           CVE-2019-8322        Low       
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2017-9229        Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2018-1000079     Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2018-8778        Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2016-2339        Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2015-7551        Low       
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2017-9224        Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2016-7798        Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2015-9096        Low       
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2019-16254       Low       
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2018-1000077     Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2017-9228        Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2019-16255       Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2017-9227        Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2018-16396       Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2018-1000074     Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2021-33621       Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2020-25613       Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2017-17742       Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2015-1855        Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2018-1000075     Low       
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-35.el7_6      rpm           CVE-2019-8325        Low       
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2018-1000073     Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-35.el7_6      rpm           CVE-2019-8324        High      
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2021-41817       Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-35.el7_6      rpm           CVE-2019-8323        Low       
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2019-16201       Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2018-8777        Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2018-1000076     Medium    
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2022-28739       Medium    
rubygems                     2.0.14.1-34.el7_6      0:2.0.0.648-36.el7        rpm           CVE-2018-6914        Low       
rubygems                     2.0.14.1-34.el7_6      (won't fix)               rpm           CVE-2019-16161       Low       
shadow-utils                 2:4.1.5.1-25.el7_6.1   (won't fix)               rpm           CVE-2023-0634        Medium    
shared-mime-info             1.8-4.el7              0:1.8-5.el7               rpm           CVE-2019-3820        Medium    
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2019-13753       Medium    
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2017-10989       Low       
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2019-13752       Medium    
sqlite                       3.7.17-8.el7           0:3.7.17-8.el7_7.1        rpm           CVE-2019-13734       High      
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2019-8457        Medium    
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2019-19603       Medium    
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2020-13435       Medium    
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2018-8740        Low       
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2019-19924       Medium    
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2017-7000        Medium    
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2019-19244       Low       
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2017-13685       Low       
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2019-20218       Medium    
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2019-5827        High      
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2019-19880       Medium    
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2016-6153        Low       
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2015-7036        Medium    
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2020-13631       Medium    
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2019-19645       Medium    
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2017-15286       Low       
sqlite                       3.7.17-8.el7           (won't fix)               rpm           CVE-2019-13751       Medium    
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2016-6153        Low       
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2019-19645       Medium    
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2019-13751       Medium    
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2019-13752       Medium    
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2019-19924       Medium    
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2019-13753       Medium    
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2018-8740        Low       
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2019-20218       Medium    
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2019-19603       Medium    
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2019-8457        Medium    
sqlite-devel                 3.7.17-8.el7           0:3.7.17-8.el7_7.1        rpm           CVE-2019-13734       High      
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2017-13685       Low       
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2019-5827        High      
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2020-13631       Medium    
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2020-13435       Medium    
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2017-10989       Low       
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2019-19244       Low       
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2019-19880       Medium    
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2015-7036        Medium    
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2017-15286       Low       
sqlite-devel                 3.7.17-8.el7           (won't fix)               rpm           CVE-2017-7000        Medium    
systemd                      219-62.el7_6.5         0:219-67.el7              rpm           CVE-2018-15686       Medium    
systemd                      219-62.el7_6.5         (won't fix)               rpm           CVE-2016-6349        Low       
systemd                      219-62.el7_6.5         0:219-67.el7              rpm           CVE-2018-16866       Medium    
systemd                      219-62.el7_6.5         (won't fix)               rpm           CVE-2019-3842        Medium    
systemd                      219-62.el7_6.5         (won't fix)               rpm           CVE-2021-3997        Medium    
systemd                      219-62.el7_6.5         (won't fix)               rpm           CVE-2022-4415        Medium    
systemd                      219-62.el7_6.5         0:219-67.el7              rpm           CVE-2018-16888       Low       
systemd                      219-62.el7_6.5         0:219-78.el7              rpm           CVE-2019-20386       Low       
systemd                      219-62.el7_6.5         (won't fix)               rpm           CVE-2018-6954        Medium    
systemd                      219-62.el7_6.5         (won't fix)               rpm           CVE-2013-4392        Medium    
systemd                      219-62.el7_6.5         (won't fix)               rpm           CVE-2017-18078       Medium    
systemd                      219-62.el7_6.5         0:219-78.el7_9.7          rpm           CVE-2022-2526        High      
systemd                      219-62.el7_6.5         (won't fix)               rpm           CVE-2022-45873       Medium    
systemd                      219-62.el7_6.5         (won't fix)               rpm           CVE-2020-13776       Medium    
systemd-libs                 219-62.el7_6.5         (won't fix)               rpm           CVE-2020-13776       Medium    
systemd-libs                 219-62.el7_6.5         (won't fix)               rpm           CVE-2019-3842        Medium    
